key,en,es,fil,zh_CN
Text/173/text,"I like niche music most people don't know, I don’t let others choose, honestly.","Me gusta musica no tan conocida, en verdad no dejo que otros elijan lo que juega",,我喜欢小众音乐，大多数人都没听过的那种。说实话，我不会让别人来决定放什么。
Text/174/text,"I love showing everyone good new music they've never heard of, nothing mainstream","Me encanta enseñarles musica que nunca an escuchado, nada de cultura dominante",,我就喜欢播放大家从没听过的好歌，绝不碰主流音乐。
Text/175/text,"That's interesting but if I can't put in a request, it doesn't sound like my space.","Suena interestante person si no puedo solicitar mi elección, no suena como mi tipo de lugar.",,很有意思，但如果我不能点歌，那就不像是适合我的场子。
Text/176/text,You're not the one for me!🥀 Sea ya!,¡No eres para mi🥀🥀! ¡Nos vemos!,,看来我们并不合适！🥀拜拜！
Choice/177/text,Soft Vibes,Suave,Malambot na vibe,舒缓音乐
Choice/177/disabled_text,,,,
Text/178/text,"Soft music, I like relaxing vibes for my gatherings because then what everyone remembers is my stories!","¡La musica suave, me gusta que el espacio sea relajante porque luego lo que todos recuerda es mis estorias!",,放些柔和的音乐。我喜欢轻松的聚会氛围，这样大家最后记住的就会是我讲的故事！
Text/179/text,I'm glad you've found your stage but I don't feel like watching a play at a party...🥱🥱,Estoy feliz que hayas encontrado tu escenario pero suena pesimo ver una obra de treato durante una fiesta...🥱🥱,,很高兴你找到了自己的舞台，但我可不想在派对上看你的独角戏...🥱🥱
Text/17a/text,You're not the one for me!🥀 Sea ya!,¡No eres para mi!🥀 ¡Nos vemos!,,看来我们并不合适！🥀拜拜！
Choice/17b/text,Stay home,Quedar en casa,Nasa bahay lang,待在家
Choice/17b/disabled_text,,,,
Text/17c/text,"I like staying home and having fun indoors, I love a good board game!","Me gusta quedarme en la casa y tener diversion adentro, me encanta un buen juego de mesa!",,我喜欢宅在家里玩，桌游就是我的最爱！
Text/17d/text,Board games are not my style unfortunately..,Juegos de mesa desafortunadamente no son mi estilo..,,可惜桌游不太是我的风格...
Text/17e/text,Although I dominate at Fishopoly when I do play of course! 💪🥇,¡Pero claro que domino en Pezopolio! 💪🥇,,当然啦，如果真玩《鱼地产大亨》的话，我肯定会称霸全场！💪🥇
Text/17f/text,What music do you listen to when at home?,¿Que tipo de musica escuchas en casa?,,那你在家一般听什么音乐？
Choice/180/text,To sing to,Para cantar,Kantahan,能跟着唱的
Choice/180/disabled_text,,,,
Text/181/text,"I love loud music with a good beat, I adore singing to myself","Amo la musica fuerte con buen ritmo, adoro cantar me a mi misma",,我喜欢又吵又带劲的音乐，经常会忍不住跟着唱。
Text/182/text,"It's great that we have the same music taste, but everything else doesn't sit right with me...🤔",Es super que tengamos el mismo gusto de musica pero nada de lo demas se siente bien...🤔,,音乐品味相同是加分项，但除此之外，似乎什么都对不上...🤔
Text/183/text,"You're not the one for me🥀, sea ya!","¡No eres para mi,🥀 nos vemos!",,看来我们并不合适！🥀拜拜！
Choice/184/text,Lo-fi,Lo-fi,Lo-fi,Lo-fi
Choice/184/disabled_text,,,,
Text/185/text,Lo-fi music. I don't think music should be too loud...,Musica Lo-fi. Pienso que la musica no deberia ser muy alta...,,Lo-fi音乐。我觉得音乐不该太吵...
Text/186/text,"We don't match at all, not even in what we listen to.","No tenemos nada en comun, ni gusto en musica.",,我们完全不合拍，连喜欢听的音乐都不一样。
Text/187/text,"I don’t think we could have fun together, why did you😕?","¿No creo que podriamos tener diversion juntas, por que pensaste tu que si😕?",,我们玩不到一起，你为什么要配对我😕？
Text/188/text,You’re not the one for me!🥀 Sea ya!,¡No eres para mi!🥀 ¡Nos vemos!,,看来我们并不合适！🥀拜拜！
Choice/189/text,No vocals,Sin cantante,Walang kumakanta,纯音乐
Choice/189/disabled_text,,,,
Text/18a/text,Classical only. I think every other kind of music is scary... Too many strangers singing,Solo musica clasica. Creo que cada otra de forma de musica da miedo ... Demaciados extraños cantando,,我只听古典乐。其他类型的音乐对我来说都太可怕了...里面有太多陌生人在唱歌。
Text/18b/text,"Scared of a singer? Timid as can be huh? I feel like if I got even a bit excited, I would definitely scare you off.. 🙊🙊","¿Le tienes miedo al cantante? ¿Eres lo mas asustadizo que se puede ser verdad? Siento que si me emocionara aun poquito, te espantara... 🙊🙊",,连别人的歌声都害怕？你还真是胆小到极点了。我只要稍微嗨起来，估计就会把你吓跑...🙊🙊
Text/18c/text,Not sure why you thought we would match…,No se por que pensaste que hariamos buena pareja…,,完全搞不懂你为什么觉得我们能合得来...
Text/18d/text,You're not the one for me!🥀 Sea ya!,¡No eres para mi!🥀🥀 ¡Nos vemos!,,看来我们并不合适！🥀拜拜！
